time,generation solar
2015-02-12 14:00:00,2540
2015-02-12 15:00:00,1715
2015-02-12 16:00:00,500
2015-02-12 17:00:00,97
2015-02-12 18:00:00,54
2015-02-12 19:00:00,54
2015-02-12 20:00:00,44
2015-02-12 21:00:00,42
2015-02-12 22:00:00,41
2015-02-12 23:00:00,74
2015-02-13 00:00:00,70
2015-02-13 01:00:00,70
2015-02-13 02:00:00,70
2015-02-13 03:00:00,70
2015-02-13 04:00:00,70
2015-02-13 05:00:00,77
2015-02-13 06:00:00,72
2015-02-13 07:00:00,155
2015-02-13 08:00:00,940
2015-02-13 09:00:00,1906
2015-02-13 10:00:00,2861
2015-02-13 11:00:00,3583
2015-02-13 12:00:00,3783
2015-02-13 13:00:00,3431
2015-02-13 14:00:00,3012
2015-02-13 15:00:00,2520
2015-02-13 16:00:00,1867
2015-02-13 17:00:00,737
2015-02-13 18:00:00,235
2015-02-13 19:00:00,153
2015-02-13 20:00:00,71
2015-02-13 21:00:00,49
2015-02-13 22:00:00,49
2015-02-13 23:00:00,49
2015-02-14 00:00:00,40
2015-02-14 01:00:00,39
2015-02-14 02:00:00,39
2015-02-14 03:00:00,39
2015-02-14 04:00:00,39
2015-02-14 05:00:00,39
2015-02-14 06:00:00,42
2015-02-14 07:00:00,94
2015-02-14 08:00:00,380
2015-02-14 09:00:00,718
2015-02-14 10:00:00,1084
2015-02-14 11:00:00,1335
2015-02-14 12:00:00,1475
2015-02-14 13:00:00,1400
2015-02-14 14:00:00,1242
2015-02-14 15:00:00,924
2015-02-14 16:00:00,439
2015-02-14 17:00:00,140
2015-02-14 18:00:00,59
2015-02-14 19:00:00,54
2015-02-14 20:00:00,53
2015-02-14 21:00:00,43
2015-02-14 22:00:00,42
2015-02-14 23:00:00,42
2015-02-15 00:00:00,42
2015-02-15 01:00:00,44
2015-02-15 02:00:00,41
2015-02-15 03:00:00,39
2015-02-15 04:00:00,32
2015-02-15 05:00:00,32
2015-02-15 06:00:00,36
2015-02-15 07:00:00,82
2015-02-15 08:00:00,464
2015-02-15 09:00:00,1033
2015-02-15 10:00:00,1399
2015-02-15 11:00:00,1639
2015-02-15 12:00:00,1650
2015-02-15 13:00:00,1582
2015-02-15 14:00:00,1463
2015-02-15 15:00:00,1352
2015-02-15 16:00:00,1104
2015-02-15 17:00:00,456
2015-02-15 18:00:00,95
2015-02-15 19:00:00,46
2015-02-15 20:00:00,31
2015-02-15 21:00:00,31
2015-02-15 22:00:00,31
2015-02-15 23:00:00,31
2015-02-16 00:00:00,30
2015-02-16 01:00:00,30
2015-02-16 02:00:00,30
2015-02-16 03:00:00,30
2015-02-16 04:00:00,30
2015-02-16 05:00:00,33
2015-02-16 06:00:00,39
2015-02-16 07:00:00,175
2015-02-16 08:00:00,812
